Date,R005
20220103,27916.9415
20220104,31796.5396
20220105,33259.5508
20220106,33650.2901
20220107,37095.2883
20220108,38427.0068
20220109,29716.3825
20220110,28760.3701
20220111,28063.0196
20220112,32645.585
20220113,33501.734
20220114,41121.3362
20220115,44582.8957
20220116,37741.3442
20220117,28503.4015
20220118,29835.6569
20220119,31613.498
20220120,32339.8411
20220121,42557.585
20220122,45196.5724
20220123,30340.3429
20220124,24520.1404
20220125,29654.4738
20220126,27154.0479
20220127,30845.4006
20220128,47248.8107
20220129,44855.2692
20220130,35463.484
20220131,26745.2192
20220201,30497.4894
20220202,30340.7146
20220203,30489.5598
20220204,43470.7693
20220205,40983.1051
20220206,35003.2781
20220207,29372.3122
20220208,30583.5586
20220209,32318.1999
20220210,31896.7334
20220211,47439.5754
20220212,41976.2049
20220213,34133.2936
20220214,30551.3033
20220215,27361.5804
20220216,30944.3141
20220217,33522.5079
20220218,45146.5581
20220219,42296.8994
20220220,38901.5438
20220221,26337.8773
20220222,32696.5079
20220223,32892.7242
20220224,33442.3446
20220225,48316.2092
20220226,41461.3591
20220227,35111.6906
20220228,29106.7945
20220301,29315.3595
20220302,29511.9475
20220303,34515.4012
20220304,44423.3538
20220305,44121.5334
20220306,36272.7988
20220307,29435.9555
20220308,31237.5028
20220309,28779.3681
20220310,30237.7124
20220311,48488.9258
20220312,40972.2019
20220313,39915.7892
20220314,26623.7559
20220315,30857.7493
20220316,27760.9101
20220317,32498.7635
20220318,46666.1916
20220319,42992.0197
20220320,38743.6952
20220321,26965.183
20220322,29077.678
20220323,29963.7695
20220324,30104.5612
20220325,46090.5109
20220326,44733.269
20220327,35761.9591
20220328,28034.0683
20220329,26332.5909
20220330,30109.1455
20220331,31460.4815
20220401,44631.9601
20220402,39428.8209
20220403,34939.0979
20220404,28932.6737
20220405,26242.7221
20220406,34873.1005
20220407,32518.1332
20220408,45286.5238
20220409,41639.3621
20220410,37875.8996
20220411,29064.2555
20220412,32594.0426
20220413,41267.8686
20220414,38689.84
20220415,38879.9439
20220416,39080.4141
20220417,19222.0112
20220418,32203.9228
20220419,27426.2975
20220420,29185.3884
20220421,28613.3008
20220422,39715.2364
20220423,41179.8583
20220424,38822.2478
20220425,37685.6305
20220426,28129.2235
20220427,30280.6231
20220428,30151.478
20220429,46617.0446
20220430,39463.389
20220501,41186.425
20220502,32299.3258
20220503,30131.241
20220504,36333.9641
20220505,34176.3695
20220506,44971.6526
20220507,39215.0521
20220508,43093.5351
20220509,28221.2812
20220510,32195.8693
20220511,32169.0656
20220512,34158.0323
20220513,52280.5136
20220514,49330.8263
20220515,38095.6156
20220516,28787.6694
20220517,29263.7345
20220518,36029.1288
20220519,32474.6443
20220520,43955.0531
20220521,44012.9557
20220522,36704.6729
20220523,30537.633
20220524,30058.4704
20220525,28288.022
20220526,40435.3845
20220527,42425.3424
20220528,48755.4347
20220529,42336.7952
20220530,32472.9097
20220531,31990.0714
20220601,39487.2604
20220602,41994.5008
20220603,38243.7587
20220604,34335.6223
20220605,35109.2126
20220606,36297.9092
20220607,34331.4923
20220608,47061.7217
20220609,30262.4924
20220610,45030.7116
20220611,40793.7033
20220612,37090.0019
20220613,32673.8342
20220614,32177.7386
20220615,34313.5268
20220616,34640.8706
20220617,42042.3262
20220618,40483.1273
20220619,38507.1701
20220620,34121.6057
20220621,31504.3834
20220622,38921.4091
20220623,35952.8477
20220624,43283.4325
20220625,45390.1868
20220626,36851.8248
20220627,33872.608
20220628,32475.429
20220629,37069.5171
20220630,35445.2294
20220701,40738.5678
20220702,41969.5556
20220703,36637.9734
20220704,28672.9793
20220705,27690.3284
20220706,33856.9553
20220707,32520.859
20220708,41759.6277
20220709,44104.7656
20220710,42113.0731
20220711,32139.0818
20220712,31137.722
20220713,32429.0904
20220714,32926.012
20220715,43171.303
20220716,41997.9287
20220717,41917.022
20220718,33238.5704
20220719,36789.8748
20220720,34070.3524
20220721,35190.9453
20220722,40279.7248
20220723,44217.1842
20220724,38775.0419
